,x1,y1,z1,x2,y2,z2,x1f,y1f,z1f,x2f,y2f,z2f
800,-93.81628362618076,-237.67304528214976,1292.6366212246862,59.752858067768656,-246.11730833874657,1251.28195775347,-93.51156533971945,-237.82560469375176,1293.5387696419089,59.78522448466376,-246.10464184152693,1251.6623076344567
801,-93.38856035190119,-237.38078414561872,1293.3490753484205,59.71473830518056,-245.63292369518763,1250.7742989649344,-93.40016583557353,-237.86173861414457,1293.6884921988326,59.81250466328019,-246.03179276028987,1251.5376856491457
802,-93.06945421481542,-238.03056548856705,1294.1499007381542,59.73682772135225,-246.02554310767113,1250.8881731242213,-93.29059897269961,-237.9782739948526,1293.8946388112195,59.85615021481548,-246.02565560171968,1251.540104168775
803,-93.12313326664176,-238.28343952603228,1294.2540873746361,59.73961053277813,-246.0131192297059,1250.8925343094188,-93.21781850669784,-238.08630387039133,1294.058034709249,59.91974135799395,-246.0197736905578,1251.6509796772873
804,-93.11143395079546,-238.57137015980717,1294.5074883396521,60.206240729715205,-245.94866956735288,1252.677729180552,-93.16076815631182,-238.16165732956438,1294.1884982805977,60.01339482008187,-246.01524010264717,1251.888026803794
805,-93.11143395079546,-238.57137015980717,1294.5074883396521,60.17719816189026,-245.76880767647253,1251.9356599333662,-93.11190533725727,-238.16888375238022,1294.265499213586,60.0749214778552,-246.0220432903602,1251.9931480528717
806,-93.00403850293729,-238.06554030827195,1294.299071174206,60.184423691673004,-245.94315053302583,1252.4119903670455,-93.06309988383981,-238.10918541993684,1294.301845019035,60.11939879621582,-246.07129345812535,1252.1075055295405
807,-93.00403850293729,-238.06554030827195,1294.299071174206,60.0967789921081,-247.01154860854604,1252.7735488573471,-93.02413041079076,-238.0569340963415,1294.3383147506172,60.153022735593886,-246.14212945860316,1252.1707314351215
808,-92.93463918890991,-237.86282797009628,1294.4207310430122,60.221901174803214,-245.87450300804508,1251.665793820289,-92.98851288727,-238.00343571797998,1294.3809717937008,60.19599507522557,-246.0682726475356,1252.1330787961708
809,-92.93463918890991,-237.86282797009628,1294.4207310430122,60.23812127519021,-245.78132307609428,1251.6445068267785,-92.9618875628491,-237.97357416690866,1294.416632290604,60.23461191013561,-246.0269431089638,1252.1729010445963
810,-92.93463918890991,-237.86282797009628,1294.4207310430122,60.29070431128271,-246.05239973672693,1252.8641887211484,-92.939824340459,-237.96238089708507,1294.4512247781224,60.27259496430299,-246.0267955567699,1252.3003644527134
811,-92.93463918890991,-237.86282797009628,1294.4207310430122,60.26915660289732,-245.98367515931736,1252.4596194187425,-92.9186522118703,-237.9679936155359,1294.4904999812447,60.30750000476924,-246.02262756583733,1252.3333895421115
